10.0,30.0
20.0,36.1
30.0,42.2
40.0,48.300000000000004
50.0,54.400000000000006
60.0,60.50000000000001
70.0,66.60000000000001
80.0,72.7
90.0,78.8
100.0,84.89999999999999
110.0,90.99999999999999
120.0,97.09999999999998
130.0,103.19999999999997
140.0,109.29999999999997
150.0,115.39999999999996
160.0,121.49999999999996
170.0,127.59999999999995
180.0,133.69999999999996
190.0,139.79999999999995
200.0,145.89999999999995
210.0,151.99999999999994
220.0,158.09999999999994
230.0,164.19999999999993
240.0,170.29999999999993
250.0,176.39999999999992
260.0,182.49999999999991
270.0,188.5999999999999
280.0,194.6999999999999
290.0,200.7999999999999
300.0,206.8999999999999
310.0,212.9999999999999
320.0,219.09999999999988
330.0,225.19999999999987
340.0,231.29999999999987
350.0,237.39999999999986
360.0,243.49999999999986
370.0,249.59999999999985
380.0,255.69999999999985
390.0,261.79999999999984
400.0,267.89999999999986
410.0,273.9999999999999
420.0,280.0999999999999
430.0,286.19999999999993
440.0,292.29999999999995
450.0,298.4
460.0,304.5
470.0,310.6
480.0,316.70000000000005
490.0,322.80000000000007
500.0,328.9000000000001
510.0,335.0000000000001
520.0,341.10000000000014
530.0,347.20000000000016
540.0,353.3000000000002
550.0,359.4000000000002
560.0,365.5000000000002
570.0,371.60000000000025
580.0,377.7000000000003
590.0,383.8000000000003
